"Unique Investment Identifier","Business Case ID","Agency Code","Agency Name","Investment Title","Contract ID","Agency Contract ID","Contract Status","Contracting Agency ID","Contract Number (PIID)","IDV PIID","IDV Agency ID","Solicitation ID (Agency)","Modular Approaches / Contracting","EVM Required","Match found in USAspending","Vendor Name (USAspending)","Solicitation ID (USAspending)","Action Obligation Amount (In $ million) (USAspending)","Type of Contract (USAspending)","Performance Based Contract (USAspending)","Contract Start Date (USAspending)","Contract End Date (USAspending)","Contract Compete (USAspending)","Contract Description (USAspending)","Base Contract ID (USAspending)","Identifying Agency ID (USAspending)","Transaction Number (USAspending)","Timestamp (Contract)","Timestamp (Base Contract)"
024-000006079,193,"	024","Department of Homeland Security","USCG - Rescue 21",35897,220632,Awarded,"	7008",HSCG87-13-J-AAK236,HSCG87-13-J-AAK236,"	7008","N/A See Q5 comment",no,no,No,,,,,,,,,,,,,"2016-04-28 11:27:18",
024-000006079,193,"	024","Department of Homeland Security","USCG - Rescue 21",47009,238837,Awarded,"	7008",HSCG23-15-J-ANS051,HSCG23-15-J-ANS051,"	7008","N/A See Q5 comment",no,no,No,,,,,,,,,,,,,"2016-04-28 11:27:18",
024-000006079,193,"	024","Department of Homeland Security","USCG - Rescue 21",48688,46157,Awarded,"	7008",HSCG23-15-J-ANS015,HSCG23-15-J-ANS015,"	7008","N/A See Q5 Comment",no,no,No,,,,,,,,,,,,,"2015-09-17 19:39:29",
024-000006079,193,"	024","Department of Homeland Security","USCG - Rescue 21",50785,68676,Awarded,"	7008",HSCG23-16-J-ANS004,HSCG23-16-J-ANS004,"	7008","N/A See Q5 Comment",no,no,No,,,,,,,,,,,,,"2016-05-26 11:37:26",
024-000006079,193,"	024","Department of Homeland Security","USCG - Rescue 21",50786,68677,Awarded,"	7008",HSCG23-15-C-ANS020,HSCG23-15-C-ANS020,"	7008","N/A See Q5 Comment",no,no,No,,,,,,,,,,,,,"2016-05-26 11:37:26",
024-000006074,194,"	024","Department of Homeland Security","USCG - Ports and Waterways Safety System (PAWSS)",19879,147727,Awarded,"	7008",HSCG2309JTED730,HSHQDC06D00018,"	7001",,yes,no,Yes,"LOCKHEED MARTIN CORPORATION",,5.585155,"Time and Materials",N,2009-09-29,2012-09-27,N,"2109239TED730 SERVICE CONTRACT FOR PAWSS",223503,"	7008","	0","2015-09-16 18:13:45","2016-01-30 10:28:51"
024-000006074,194,"	024","Department of Homeland Security","USCG - Ports and Waterways Safety System (PAWSS)",19880,147726,Awarded,"	7008",HSCG8410JPFY009,HSCG8406DAAT135,"	7008",,yes,no,Yes,"NORTHSTAR TECHNOLOGY SYSTEMS",,5.390108,"Time and Materials",N,2009-10-01,2012-09-30,N,"VESSEL TRAFFIC SYSTEMS (VTS) AND PORTS AND WATERWAYS SAFETY SYSTEM (PAWSS) MAINTENANCE",223504,"	7008","	0","2015-09-16 18:13:45","2016-01-30 10:28:51"
024-000006074,194,"	024","Department of Homeland Security","USCG - Ports and Waterways Safety System (PAWSS)",19881,147725,Awarded,"	7008",HSCG4411JPCC046,HSCG8406DAAT135,"	7008",,yes,no,Yes,"NORTHSTAR TECHNOLOGY SYSTEMS",,4.188226,"Time and Materials",N,2011-03-10,2016-07-23,N,"CGVTS AND PWSS SUPPORT",223505,"	7008","	0","2015-09-16 18:13:45","2016-01-30 10:28:51"
024-000006074,194,"	024","Department of Homeland Security","USCG - Ports and Waterways Safety System (PAWSS)",19882,173006,Awarded,"	7008",HSCG2310JPC2173,HSCG8406DAAT135,"	7008",,yes,no,Yes,"NORTHSTAR TECHNOLOGY SYSTEMS",,1.551556,"Firm Fixed Price",N,2010-04-28,2013-04-30,N,"LIFE-CYCLE SYSADMIN SUPPORT PAWSS, CGVTS, HAWKEYE  3 FT EMPLOYEES  POP: 01MAY10-30APR11",223506,"	7008","	0","2015-09-16 18:13:45","2016-01-30 10:28:52"
024-000006074,194,"	024","Department of Homeland Security","USCG - Ports and Waterways Safety System (PAWSS)",19883,173005,Awarded,"	7008",HSCG7910PPCC059,,,,yes,no,Yes,"BROADPOINT, LLC,PETROCOM LLC",,0.163959,"Firm Fixed Price",N,2010-05-15,2010-05-28,N,"AIS MONITORING IN GULF OF MEXICO",223507,"	7008","	0","2015-09-16 18:13:45","2016-01-30 10:28:52"
024-000006005,195,"	024","Department of Homeland Security","USCG - Nationwide Automatic Identification System (NAIS)",50385,67078,Awarded,"	7008",HSHQDC13DE2081,HSHQDC13DE2081,"	7008",HSCG2315JADA108,no,no,No,,,,,,,,,,,,,"2016-03-29 11:17:24",
024-000006117,197,"	024","Department of Homeland Security","USCG - Interagency Operations Centers (IOC)",43667,235136,Awarded,"	7008",TABSS,,,HSCG2314J2CD004,no,no,No,,,,,,,,,,,,,"2016-03-29 11:18:10",
024-000006117,197,"	024","Department of Homeland Security","USCG - Interagency Operations Centers (IOC)",51081,77325,Awarded,"	7008",TEDSS,,,,no,no,No,,,,,,,,,,,,,"2016-08-31 22:34:39",
024-000006117,197,"	024","Department of Homeland Security","USCG - Interagency Operations Centers (IOC)",51082,77326,Awarded,"	7008",TEDSS,,,,yes,no,No,,,,,,,,,,,,,"2016-08-31 22:34:39",
024-000006117,197,"	024","Department of Homeland Security","USCG - Interagency Operations Centers (IOC)",51083,77327,Awarded,"	7008",TEDSS,,,,no,no,No,,,,,,,,,,,,,"2016-08-31 22:34:39",
024-000006111,198,"	024","Department of Homeland Security","USCG - Vessel Logistics System (VLS)",22156,147982,Awarded,"	7008",HSCGG310DPWV500,,,,yes,no,Yes,"DIGITAL MANAGEMENT, INC.",,0.000000,,,,,,,,,,"2016-08-29 21:18:50",
024-000006111,198,"	024","Department of Homeland Security","USCG - Vessel Logistics System (VLS)",22157,157952,Awarded,"	7008",HSCGG311DPWV888,,,,yes,no,Yes,"ACE INFO SOLUTIONS, INC.",,0.000000,,,,,,,,,,"2016-08-29 21:18:50",
024-000006010,200,"	024","Department of Homeland Security","USCG - Direct Access",22112,176883,Awarded,"	7008",HSCG2311FPCI110,GS35F0423W,"	4730","HSCG2311QPCI 110",yes,no,Yes,"TOTAL SYSTEMS TECHNOLOGIES CORPORATION",,5.633984,,,,2016-03-31,,,,,,"2016-06-28 20:28:12",
024-000006010,200,"	024","Department of Homeland Security","USCG - Direct Access",32975,214228,Awarded,"	7008",HSCG2313CPCI101,,,HSCG2313CPCI101,no,no,Yes,"ADDX CORPORATION",,10.503799,,,,2020-05-31,,,,,,"2015-10-30 20:28:23",
024-000006010,200,"	024","Department of Homeland Security","USCG - Direct Access",45523,230215,Awarded,"	7008",HSCG2314FPCI102,GS35F0088AA,"	4730",HSCG2314CPCI102,yes,no,No,,,,,,,,,,,,,"2016-06-28 20:28:12",
024-000006104,201,"	024","Department of Homeland Security","USCG - Core Accounting System (CAS)",22168,159546,Awarded,"	7008",HSCG2313FACR001,GS35F0585J,"	4730",N/A,yes,no,Yes,"COMPUSEARCH SOFTWARE SYSTEMS, INC.",,1.626330,,,,2017-03-31,,,,,,"2015-09-16 18:08:55",
024-000006104,201,"	024","Department of Homeland Security","USCG - Core Accounting System (CAS)",26223,181579,Awarded,"	7008",HSCGG311JPWP005,HSCGG310DPWV500,"	7008",N/A,yes,no,Yes,"DIGITAL MANAGEMENT, INC.",,17.869136,,,,2015-12-31,,,,,,"2015-09-16 18:08:55",
024-000006104,201,"	024","Department of Homeland Security","USCG - Core Accounting System (CAS)",32702,209458,Awarded,"	7008",HSCGG3-13-J-PWY095,HSCG79-11-D-PTE093,"	7008",N/A,yes,no,Yes,"USMAX CORPORATION",,19.110000,,,,2016-08-02,,,,,,"2015-09-16 18:08:55",
024-000006104,201,"	024","Department of Homeland Security","USCG - Core Accounting System (CAS)",50936,70815,Awarded,"	7008",HSHQDC-13-D-E2083,HSCGG3-16-J-PWX008,"	7008",,yes,no,No,,,,,,,,,,,,,"2016-07-28 16:18:54",
024-000006104,201,"	024","Department of Homeland Security","USCG - Core Accounting System (CAS)",50937,70816,Awarded,"	7008",HSCGG23-12-D-ATB011,HSCG23-15-J-VCV003,"	7008",,yes,no,No,,,,,,,,,,,,,"2016-07-28 16:18:54",
024-000006104,201,"	024","Department of Homeland Security","USCG - Core Accounting System (CAS)",50938,70817,Awarded,"	7008",HSCGG3-16-J-PWY039,HSHQDC-13-D-E2030,"	7008",,yes,no,No,,,,,,,,,,,,,"2016-07-28 16:18:54",
024-000006077,202,"	024","Department of Homeland Security","USCG - Coast Guard Business Intelligence (CGBI)",34927,214618,Awarded,"	7008",HSCGG311JK2A015,N/A,"	7008",N/A,no,no,No,,,,,,,,,,,,,"2016-08-31 22:34:30",
024-000006077,202,"	024","Department of Homeland Security","USCG - Coast Guard Business Intelligence (CGBI)",51076,77440,Awarded,"	7008",HSCGG316FPWX001,,,,no,no,No,,,,,,,,,,,,,"2016-08-31 22:34:30",
024-000006115,203,"	024","Department of Homeland Security","USCG - CG Logistics Information Management System (CG-LIMS)",23452,145663,Awarded,"	7008",HSCG2312AADL001,GS35F0153M,"	4730",HSCG2311QADD016,yes,no,Yes,"MYTHICS, INC",,0.000000,,,,,,,,,,"2015-10-30 17:01:59",
024-000006115,203,"	024","Department of Homeland Security","USCG - CG Logistics Information Management System (CG-LIMS)",47387,240222,Awarded,"	7008",HSCG2315FADL002,GS35F0153M,"	4730",HSCG2315QADL002,yes,no,No,,,,,,,,,,,,,"2016-01-29 16:14:46",
024-000006115,203,"	024","Department of Homeland Security","USCG - CG Logistics Information Management System (CG-LIMS)",48624,45169,Awarded,"	7008",HSCG2315JADL003,HSCG23-12-D-ATB004,"	7008",,yes,no,Yes,"ZANTECH IT SERVICES, INC.",,0.491194,,,,2016-03-31,,,,,,"2016-08-29 21:27:03",
024-000006115,203,"	024","Department of Homeland Security","USCG - CG Logistics Information Management System (CG-LIMS)",49687,63576,Awarded,"	7008",HSCG23-15-F-ADL006,GS35F0153M,"	4730",,yes,no,No,,,,,,,,,,,,,"2016-01-29 16:14:46",
024-000006115,203,"	024","Department of Homeland Security","USCG - CG Logistics Information Management System (CG-LIMS)",50939,71206,Awarded,"	7008",HSCG2316FADL002,GS35F0153M,"	4730",,yes,no,No,,,,,,,,,,,,,"2016-07-28 16:18:58",
024-000006343,204,"	024","Department of Homeland Security","USCG - C4ISR",23450,145920,Awarded,"	7008",HSCG2312CADC400,,,,no,no,Yes,"LOCKHEED MARTIN CORPORATION",,16.904494,,,,,,,,,,"2016-06-29 20:23:06",
024-000006343,204,"	024","Department of Homeland Security","USCG - C4ISR",23451,157504,Awarded,"	7008",HSCG2312CADC405,,,,no,no,Yes,"LOCKHEED MARTIN CORPORATION",,31.384065,,,,,,,,,,"2016-06-29 20:23:06",
024-000006343,204,"	024","Department of Homeland Security","USCG - C4ISR",45435,235664,Awarded,"	7008",HSCG2314CAC4001,,,,no,no,Yes,"LOCKHEED MARTIN CORPORATION",,31.168950,,,,2016-10-31,,,,,,"2015-09-16 18:00:05",
024-000006343,204,"	024","Department of Homeland Security","USCG - C4ISR",48292,43844,Awarded,"	7008",HSCG2314JAC4002,,,,no,no,No,,,,,,,,,,,,,"2015-09-16 18:00:05",
024-000006343,204,"	024","Department of Homeland Security","USCG - C4ISR",48293,43845,Awarded,"	7008",HSCG2314JAC4003,,,,no,no,No,,,,,,,,,,,,,"2015-09-16 18:00:05",
024-000006343,204,"	024","Department of Homeland Security","USCG - C4ISR",48294,43846,Awarded,"	7008",HSCG4413JADC480,,,,no,no,No,,,,,,,,,,,,,"2015-10-30 15:43:21",
024-000006006,205,"	024","Department of Homeland Security","USCG - Asset Logistics Management Information System (ALMIS)",39973,226563,Awarded,"	7008",HSCG3814C410004,,,HSCG38-14-R-410004,no,no,Yes,"DATA MANAGEMENT GROUP OF VIRGINIA INC",,1.381541,,,,2019-08-31,,,,,,"2015-09-16 18:56:53",
024-000006006,205,"	024","Department of Homeland Security","USCG - Asset Logistics Management Information System (ALMIS)",46869,238793,Awarded,"	7008",HSCG3814J410005,,,HSCG3814R410005,no,no,No,,,,,,,,,,,,,"2015-09-16 18:56:53",
024-000006375,206,"	024","Department of Homeland Security","USCG - Infrastructure SWIRS",26227,167992,Awarded,"	7008",HSCG7910APTD039,GS00F0049M,"	4730",,no,no,Yes,"DELL SERVICES FEDERAL GOVERNMENT, INC.,PEROT SYSTEMS GOVERNMENT SERVICES INCORPORATED (8756)",,0.000000,,,,,,,,,,"2015-09-16 18:12:58",
024-000006375,206,"	024","Department of Homeland Security","USCG - Infrastructure SWIRS",33239,167990,Awarded,"	7008",HSCG7913DPTD035,HSCG7913DPTD035,"	7008",,no,no,No,,,,,,,,,,,,,"2015-09-16 18:12:58",
024-000004053,208,"	024","Department of Homeland Security","USSS - Infrastructure (Infra)",19876,158032,Awarded,"	7009",HSSS0111F0129,GS35F0643W,"	4730",,no,no,Yes,"FAIRFIELD TECHNOLOGIES INC.",,3.353404,,,,2016-03-29,,,,,,"2016-07-28 21:00:26",
024-000004053,208,"	024","Department of Homeland Security","USSS - Infrastructure (Infra)",46797,238224,Awarded,"	7009",HSSS01-15-J-0012,HSHQDC13DE2032,"	7001",,no,no,Yes,"KNIGHT POINT SYSTEMS, LLC",,1.141382,,,,2019-11-19,,,,,,"2015-12-24 11:21:55",
024-000004053,208,"	024","Department of Homeland Security","USSS - Infrastructure (Infra)",49745,64370,Awarded,"	7009",HSSS0114F0076,GS00Q09BGD0055,"	4735",,no,no,Yes,"SRA INTERNATIONAL, INC.",,26.529570,,,,2019-09-30,,,,,,"2016-02-25 12:26:30",
024-000004010,209,"	024","Department of Homeland Security","USSS - Enterprise Financial Management System (TOPS)",23305,150310,Awarded,"	7009",HSSS0112F0040,,,HSSS01-11-Q-0021,no,no,No,,,,,,,,,,,,,"2015-09-15 19:29:52",
024-000004010,209,"	024","Department of Homeland Security","USSS - Enterprise Financial Management System (TOPS)",32703,150308,Awarded,"	7009",HSSS0112F0040,,,HSSS01-11-Q-0021,no,no,No,,,,,,,,,,,,,"2015-09-15 19:29:52",
024-000004010,209,"	024","Department of Homeland Security","USSS - Enterprise Financial Management System (TOPS)",39979,150312,Awarded,"	7009",HSSS0112F0040,,,HSSS01-11-Q-0021,no,no,No,,,,,,,,,,,,,"2015-09-15 19:29:52",
024-000004010,209,"	024","Department of Homeland Security","USSS - Enterprise Financial Management System (TOPS)",48036,150307,Awarded,"	7009",HSSS01-12-F-0040,,,HSSS01-11-Q-0021,no,no,No,,,,,,,,,,,,,"2016-08-29 21:18:34",
024-000004010,209,"	024","Department of Homeland Security","USSS - Enterprise Financial Management System (TOPS)",51032,150314,Awarded,"	7009",HSSS01-12-F-0040,,,,no,no,No,,,,,,,,,,,,,"2016-08-29 21:18:34",
005-000000038,214,"	005","Department of Agriculture","APHIS-Enterprise Infrastructure (AEI)",35351,,Awarded,12K3,AG32KWD130105,AG32KWC120024,"	4730",,no,no,Yes,"MICROTECHNOLOGIES LLC",,0.047524,"Firm Fixed Price",,2013-05-02,2017-09-30,U,IGF::CT::IGF,194173,12K3,"	0","2015-02-02 12:33:11","2015-02-02 12:33:11"
005-000000038,214,"	005","Department of Agriculture","APHIS-Enterprise Infrastructure (AEI)",36263,,Awarded,12K3,AG32KWK130048,AG3142B130001,"	4730",,no,no,Yes,"EXECUTIVE INFORMATION SYSTEMS,",,,"Firm Fixed Price",,2013-06-06,2017-09-30,U,"""ITD PURCHASE""  EXECUTIVE INFO. SYSTEMS Q#1-7XXJT IS A RENEWAL FOR SAS USDA PACKAGE FOR THREE (3) SITES.  POP 03/15/2013 - 03/14/2014.  RHIANA SHUMATE IS COTR.  PLEASE SEND HER THE INVOICE.",194177,12K3,"	0","2013-11-25 09:49:47","2015-02-02 12:33:11"
005-000000038,214,"	005","Department of Agriculture","APHIS-Enterprise Infrastructure (AEI)",37299,,Awarded,12K3,AG32KWD140015,GS35F0779J,"	4730",,no,no,Yes,"GOVERNMENT ACQUISITIONS INC",,0.056332,"Firm Fixed Price",,2013-12-11,2015-12-23,U,"'ITD PURCHASE""  GOVERNMENT ACQUISITIONS Q#2051583.2 FOR RED HAT.  POP 12/24/2013 - 12/23/2014.  RHIANA SHUMATE IS COTR AND DONNA-MASGAY IS POC.",194175,12K3,"	0","2014-01-27 15:41:56","2015-02-02 12:33:11"
005-000000038,214,"	005","Department of Agriculture","APHIS-Enterprise Infrastructure (AEI)",39995,,Awarded,12K3,AG32KWD140089,GST35F0511,"	4730",,no,no,Yes,"EC AMERICA, INC.",,0.025356,"Firm Fixed Price",,2014-04-17,2015-04-24,U,IGF::OT::IGF,194179,12K3,"	0","2015-02-02 12:33:11","2015-02-02 12:33:11"
005-000000038,214,"	005","Department of Agriculture","APHIS-Enterprise Infrastructure (AEI)",41045,,Awarded,12K3,AG32KWD140131,GS35F0372N,"	4730",,no,no,Yes,"EN POINTE GOV INC",,0.317147,"Firm Fixed Price",,2014-06-02,2015-05-31,U,IGF::CL::IGF,194185,12K3,"	0","2015-02-02 12:33:11","2015-02-02 12:33:11"
005-000000038,214,"	005","Department of Agriculture","APHIS-Enterprise Infrastructure (AEI)",41049,,Awarded,12K3,AG32KWD140071,GS35F0312U,"	4730",,no,no,Yes,FOUR,AG-32KW-S-14-0044,0.379590,"Firm Fixed Price",N,2014-03-25,2015-03-31,U,"""ITD PURCHASE""  IBM WEBSPHERE AND WEB CONTENT PORTAL LICENSES FOR OA PAGES.  
IGF::CL,CT::IGF",194181,12K3,"	0","2015-02-02 12:33:11","2015-02-02 12:33:11"
005-000000038,214,"	005","Department of Agriculture","APHIS-Enterprise Infrastructure (AEI)",41051,,Awarded,12K3,AG32KWK140052,AG3142B130014,"	4730",,no,no,Yes,"DELL MARKETING L.P.",,1.454036,"Firm Fixed Price",,2014-06-26,2015-06-30,U,"""ITD PURCHASE"" DELL MARKETING LP Q# KKPEXCL14040703 FOR MICROSOFT EA ANNUAL PAYMENT YEAR 2. SECTION 1 AND 2. THIS INCLUDES ARS AND VS AMOUNTS ALSO.  POP 07/01/2014-06/30/2015.  RHIANA SHUMATE IS COTR AND CHRISTINE MCCOY IS THE TPC.",194183,12K3,"	0","2015-02-02 12:33:11","2015-02-02 12:33:11"
005-000000038,214,"	005","Department of Agriculture","APHIS-Enterprise Infrastructure (AEI)",41053,,Awarded,12K3,AG32KWD140062,GS35F0511T,"	4730",,no,no,Yes,"EC AMERICA, INC.",,0.006250,"Firm Fixed Price",,2014-03-27,2015-09-24,U,"""ITD PURCHASE"" MFE ENT MOBILITY MANAGEMENT. - POP 09/25/2013 - 09/24/2014.  RHIANA SHUMATE IS COTR.  ADDITIONAL LICENSES",208543,12K3,"	0","2015-02-26 14:21:25","2015-02-26 14:21:24"
005-000000038,214,"	005","Department of Agriculture","APHIS-Enterprise Infrastructure (AEI)",45741,,Awarded,12K3,AG32KWD150004,NNG07DA50B,"	4730",,no,no,Yes,"COUNTERTRADE PRODUCTS, INC.",,0.030716,"Firm Fixed Price",,2014-10-20,2016-04-30,U,IGF::OT::IGF,194189,12K3,"	0","2015-02-02 12:33:11","2015-02-02 12:33:11"
005-000000038,214,"	005","Department of Agriculture","APHIS-Enterprise Infrastructure (AEI)",45743,,Awarded,12K3,AG32KWD140051,GS35F0511T,"	4730",,no,no,Yes,"EC AMERICA, INC.",,0.055030,"Firm Fixed Price",,2014-10-16,2015-09-30,U,IGF::OT::IGF,194187,12K3,"	0","2015-02-02 12:33:11","2015-02-02 12:33:11"
005-000000038,214,"	005","Department of Agriculture","APHIS-Enterprise Infrastructure (AEI)",46835,,Awarded,12K3,Ag32KWD150024,GS35F0312U,"	4730",,no,no,Yes,FOUR,,0.366686,"Firm Fixed Price",,2014-12-18,2015-12-31,U,IGF::OT::IGF,208545,12K3,"	0","2015-02-26 14:21:25","2015-02-26 14:21:26"
005-000000038,214,"	005","Department of Agriculture","APHIS-Enterprise Infrastructure (AEI)",46837,,Awarded,12K3,AG32KWD150004,NNG07DA50B,"	4730",,no,no,Yes,"COUNTERTRADE PRODUCTS, INC.",,0.030716,"Firm Fixed Price",,2014-10-20,2016-04-30,U,IGF::OT::IGF,208547,12K3,"	0","2015-02-26 14:21:26","2015-02-26 14:21:26"
005-000000038,214,"	005","Department of Agriculture","APHIS-Enterprise Infrastructure (AEI)",46839,,Awarded,12K3,AG32KWD150013,GS35F4363D,"	4730",,no,no,Yes,"PATRIOT TECHNOLOGIES INC",,0.010882,"Firm Fixed Price",,2014-11-28,2015-09-30,U,IGF::OT::IGF,208549,12K3,"	0","2015-02-26 14:21:26","2015-02-26 14:21:27"
005-000000038,214,"	005","Department of Agriculture","APHIS-Enterprise Infrastructure (AEI)",46841,,Awarded,12K3,AG32KWD150043,GS35F0149N,"	4730",,no,no,Yes,"SOFTWARE INFORMATION RESOURCE CORP.",AG-32KW-S-15-0014,0.020328,"Firm Fixed Price",,2015-01-21,2015-12-31,U,IGF::OT::IGF,208551,12K3,"	0","2015-02-26 14:21:27","2015-02-26 14:21:27"
005-000000038,214,"	005","Department of Agriculture","APHIS-Enterprise Infrastructure (AEI)",46843,,Awarded,12K3,AG32KWD150008,GS35F0265X,"	4730",,no,no,Yes,"IMMIXTECHNOLOGY, INC.",,0.021678,"Firm Fixed Price",N,2014-11-06,2015-09-30,U,"ENCASE/EDISCOVERY RENEWAL
IGF::CL,CT::IGF",208553,12K3,"	0","2015-02-26 14:21:27","2015-02-26 14:21:28"
005-000000038,214,"	005","Department of Agriculture","APHIS-Enterprise Infrastructure (AEI)",46889,,Awarded,12K3,AG32KWD150065,GS35F0480J,"	4730",,no,no,Yes,"OPEN TEXT INC.",,0.054374,"Firm Fixed Price",,2015-02-26,2016-03-31,U,"""ITD PURCHASE""  OPEN TEXT - R/N 0012249802 METASTORM MAINTENANCE - PREVIOUS PO #AG-32KW-D-14-0058. RHIANA SHUMATE IS COTR AND JIM PULLIN IS THE TPC.",218321,12K3,"	0","2015-03-27 09:33:01","2015-03-27 09:33:01"
005-000000038,214,"	005","Department of Agriculture","APHIS-Enterprise Infrastructure (AEI)",46891,,Awarded,12K3,AG32P150093,AG32P150093,"	4730",,no,no,No,,,,,,,,,,,,,"2015-03-27 09:33:01",
005-000000038,214,"	005","Department of Agriculture","APHIS-Enterprise Infrastructure (AEI)",47089,6345,Awarded,12K3,AG32KWD130105,AG32KWC120024,"	4730",,no,no,Yes,"MICROTECHNOLOGIES LLC",,0.047524,,,,2017-09-30,,,,,,"2015-10-29 18:37:16",
005-000000038,214,"	005","Department of Agriculture","APHIS-Enterprise Infrastructure (AEI)",47091,6343,Awarded,12K3,AG32KWD140015,GS35F0779J,"	4730",,no,no,Yes,"GOVERNMENT ACQUISITIONS INC",,0.056332,"Firm Fixed Price",N,2013-12-11,2015-12-23,N,"'ITD PURCHASE""  GOVERNMENT ACQUISITIONS Q#2051583.2 FOR RED HAT.  POP 12/24/2013 - 12/23/2014.  RHIANA SHUMATE IS COTR AND DONNA-MASGAY IS POC.",222490,12K3,"	0","2015-10-29 18:30:16","2015-10-29 18:29:19"
005-000000038,214,"	005","Department of Agriculture","APHIS-Enterprise Infrastructure (AEI)",47091,6343,Awarded,12K3,AG32KWD140015,GS35F0779J,"	4730",,no,no,Yes,"GOVERNMENT ACQUISITIONS INC",,0.056332,"Firm Fixed Price",N,2013-12-11,2015-12-23,N,"'ITD PURCHASE""  GOVERNMENT ACQUISITIONS Q#2051583.2 FOR RED HAT.  POP 12/24/2013 - 12/23/2014.  RHIANA SHUMATE IS COTR AND DONNA-MASGAY IS POC.",222493,12K3,"	0","2015-10-29 18:30:16","2015-10-29 18:29:56"
005-000000038,214,"	005","Department of Agriculture","APHIS-Enterprise Infrastructure (AEI)",47091,6343,Awarded,12K3,AG32KWD140015,GS35F0779J,"	4730",,no,no,Yes,"GOVERNMENT ACQUISITIONS INC",,0.056332,"Firm Fixed Price",N,2013-12-11,2015-12-23,N,"'ITD PURCHASE""  GOVERNMENT ACQUISITIONS Q#2051583.2 FOR RED HAT.  POP 12/24/2013 - 12/23/2014.  RHIANA SHUMATE IS COTR AND DONNA-MASGAY IS POC.",222496,12K3,"	0","2015-10-29 18:30:16","2015-10-29 18:30:13"
005-000000038,214,"	005","Department of Agriculture","APHIS-Enterprise Infrastructure (AEI)",47091,6343,Awarded,12K3,AG32KWD140015,GS35F0779J,"	4730",,no,no,Yes,"GOVERNMENT ACQUISITIONS INC",,0.056332,"Firm Fixed Price",N,2013-12-11,2015-12-23,N,"'ITD PURCHASE""  GOVERNMENT ACQUISITIONS Q#2051583.2 FOR RED HAT.  POP 12/24/2013 - 12/23/2014.  RHIANA SHUMATE IS COTR AND DONNA-MASGAY IS POC.",222500,12K3,"	0","2015-10-29 18:30:16","2015-10-29 18:30:16"
005-000000038,214,"	005","Department of Agriculture","APHIS-Enterprise Infrastructure (AEI)",47091,6343,Awarded,12K3,AG32KWD140015,GS35F0779J,"	4730",,no,no,Yes,"GOVERNMENT ACQUISITIONS INC",,0.056332,"Firm Fixed Price",N,2013-12-11,2015-12-23,N,"'ITD PURCHASE""  GOVERNMENT ACQUISITIONS Q#2051583.2 FOR RED HAT.  POP 12/24/2013 - 12/23/2014.  RHIANA SHUMATE IS COTR AND DONNA-MASGAY IS POC.",222508,12K3,"	0","2015-10-29 18:30:16","2015-10-29 18:37:16"
005-000000038,214,"	005","Department of Agriculture","APHIS-Enterprise Infrastructure (AEI)",47093,6332,Awarded,12K3,AG32KWK130048,AG3142B130001,"	4730",,no,no,Yes,"EXECUTIVE INFORMATION SYSTEMS,",,0.000000,,,,2017-09-30,,,,,,"2015-08-28 21:54:04",
005-000000038,214,"	005","Department of Agriculture","APHIS-Enterprise Infrastructure (AEI)",47095,6326,Awarded,12K3,AG32KWD140089,GST35F0511,"	4730",,no,no,No,,,,,,,,,,,,,"2015-05-28 19:30:05",
005-000000038,214,"	005","Department of Agriculture","APHIS-Enterprise Infrastructure (AEI)",47097,6342,Awarded,12K3,AG32KWD140062,GS35F0511T,"	4730",,no,no,Yes,"EC AMERICA, INC.",,0.006250,"Firm Fixed Price",N,2014-03-06,2015-03-31,N,"""ITD PURCHASE"" MFE ENT MOBILITY MANAGEMENT. - POP 09/25/2013 - 09/24/2014.  RHIANA SHUMATE IS COTR.  ADDITIONAL LICENSES",220371,12K3,"	0","2015-05-28 19:30:05","2015-07-16 12:03:15"
